year,month,city,state,crime_type,crime_counts,latitude,longitude
2015,1,Jaipur,Rajasthan,theft,268,26.9124,75.7873
2015,1,Jaipur,Rajasthan,robbery,44,26.9124,75.7873
2015,1,Jaipur,Rajasthan,dacoity,15,26.9124,75.7873
2015,1,Jaipur,Rajasthan,grievous_hurt,38,26.9124,75.7873
2015,1,Jaipur,Rajasthan,cyber_crime,46,26.9124,75.7873
2015,1,Lucknow,Uttar Pradesh,murder,14,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,rape,12,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,kidnapping_abduction,23,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,theft,267,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,robbery,43,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,dacoity,13,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,grievous_hurt,37,26.8467,80.9462
2015,1,Lucknow,Uttar Pradesh,cyber_crime,54,26.8467,80.9462
2015,1,Surat,Gujarat,murder,7,21.1702,72.8311
2015,1,Surat,Gujarat,rape,10,21.1702,72.8311
2015,1,Surat,Gujarat,kidnapping_abduction,15,21.1702,72.8311
2015,1,Surat,Gujarat,theft,193,21.1702,72.8311
2015,1,Surat,Gujarat,robbery,24,21.1702,72.8311
2015,1,Surat,Gujarat,dacoity,8,21.1702,72.8311
2015,1,Surat,Gujarat,grievous_hurt,27,21.1702,72.8311
2015,1,Surat,Gujarat,cyber_crime,44,21.1702,72.8311
2015,1,Kanpur,Uttar Pradesh,murder,9,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,rape,9,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,kidnapping_abduction,17,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,theft,198,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,robbery,24,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,dacoity,6,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,grievous_hurt,23,26.4499,80.3319
2015,1,Kanpur,Uttar Pradesh,cyber_crime,35,26.4499,80.3319
2015,1,Nagpur,Maharashtra,murder,10,21.1458,79.0882
2015,1,Nagpur,Maharashtra,rape,12,21.1458,79.0882
2015,1,Nagpur,Maharashtra,kidnapping_abduction,16,21.1458,79.0882
2015,1,Nagpur,Maharashtra,theft,173,21.1458,79.0882
2015,1,Nagpur,Maharashtra,robbery,32,21.1458,79.0882
2015,1,Nagpur,Maharashtra,dacoity,8,21.1458,79.0882
2015,1,Nagpur,Maharashtra,grievous_hurt,16,21.1458,79.0882
2015,1,Nagpur,Maharashtra,cyber_crime,26,21.1458,79.0882
2015,1,Indore,Madhya Pradesh,murder,0,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,rape,11,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,kidnapping_abduction,7,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,theft,170,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,robbery,20,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,dacoity,9,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,grievous_hurt,21,22.7196,75.8577
2015,1,Indore,Madhya Pradesh,cyber_crime,31,22.7196,75.8577
2015,1,Thane,Maharashtra,murder,6,19.2183,72.9781
2015,1,Thane,Maharashtra,rape,17,19.2183,72.9781
2015,1,Thane,Maharashtra,kidnapping_abduction,10,19.2183,72.9781
2015,1,Thane,Maharashtra,theft,180,19.2183,72.9781
2015,1,Thane,Maharashtra,robbery,24,19.2183,72.9781
2015,1,Thane,Maharashtra,dacoity,7,19.2183,72.9781
2015,1,Thane,Maharashtra,grievous_hurt,22,19.2183,72.9781
2015,1,Thane,Maharashtra,cyber_crime,42,19.2183,72.9781
2015,1,Bhopal,Madhya Pradesh,murder,4,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,rape,12,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,kidnapping_abduction,18,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,theft,198,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,robbery,27,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,dacoity,7,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,grievous_hurt,23,23.2599,77.4126
2015,1,Bhopal,Madhya Pradesh,cyber_crime,38,23.2599,77.4126
2015,1,Visakhapatnam,Andhra Pradesh,murder,8,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,rape,8,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,kidnapping_abduction,23,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,theft,184,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,robbery,19,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,dacoity,4,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,grievous_hurt,17,17.6868,83.2185
2015,1,Visakhapatnam,Andhra Pradesh,cyber_crime,36,17.6868,83.2185
2015,1,Patna,Bihar,murder,2,25.5941,85.1376
2015,1,Patna,Bihar,rape,8,25.5941,85.1376
2015,1,Patna,Bihar,kidnapping_abduction,19,25.5941,85.1376
2015,1,Patna,Bihar,theft,163,25.5941,85.1376
2015,1,Patna,Bihar,robbery,32,25.5941,85.1376
2015,1,Patna,Bihar,dacoity,5,25.5941,85.1376
2015,1,Patna,Bihar,grievous_hurt,20,25.5941,85.1376
2015,1,Patna,Bihar,cyber_crime,38,25.5941,85.1376
2015,1,Vadodara,Gujarat,murder,5,22.3072,73.1812
2015,1,Vadodara,Gujarat,rape,4,22.3072,73.1812
2015,1,Vadodara,Gujarat,kidnapping_abduction,12,22.3072,73.1812
2015,1,Vadodara,Gujarat,theft,174,22.3072,73.1812
2015,1,Vadodara,Gujarat,robbery,33,22.3072,73.1812
2015,1,Vadodara,Gujarat,dacoity,6,22.3072,73.1812
2015,1,Vadodara,Gujarat,grievous_hurt,18,22.3072,73.1812
2015,1,Vadodara,Gujarat,cyber_crime,37,22.3072,73.1812
2015,1,Ghaziabad,Uttar Pradesh,murder,3,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,rape,8,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,kidnapping_abduction,12,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,theft,187,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,robbery,26,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,dacoity,6,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,grievous_hurt,23,28.6692,77.4538
2015,1,Ghaziabad,Uttar Pradesh,cyber_crime,30,28.6692,77.4538
2015,1,Ludhiana,Punjab,murder,7,30.901,75.8573
2015,1,Ludhiana,Punjab,rape,4,30.901,75.8573
2015,1,Ludhiana,Punjab,kidnapping_abduction,14,30.901,75.8573
2015,1,Ludhiana,Punjab,theft,168,30.901,75.8573
2015,1,Ludhiana,Punjab,robbery,31,30.901,75.8573
2015,1,Ludhiana,Punjab,dacoity,5,30.901,75.8573
2015,1,Ludhiana,Punjab,grievous_hurt,31,30.901,75.8573
2015,1,Ludhiana,Punjab,cyber_crime,36,30.901,75.8573
2015,1,Agra,Uttar Pradesh,murder,2,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,rape,10,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,kidnapping_abduction,16,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,theft,186,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,robbery,33,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,dacoity,8,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,grievous_hurt,15,27.1767,78.0081
2015,1,Agra,Uttar Pradesh,cyber_crime,46,27.1767,78.0081
2015,1,Nashik,Maharashtra,murder,6,19.9975,73.7898
2015,1,Nashik,Maharashtra,rape,10,19.9975,73.7898
2015,1,Nashik,Maharashtra,kidnapping_abduction,12,19.9975,73.7898
2015,1,Nashik,Maharashtra,theft,165,19.9975,73.7898
2015,1,Nashik,Maharashtra,robbery,32,19.9975,73.7898
2015,1,Nashik,Maharashtra,dacoity,7,19.9975,73.7898
2015,1,Nashik,Maharashtra,grievous_hurt,37,19.9975,73.7898
2015,1,Nashik,Maharashtra,cyber_crime,42,19.9975,73.7898
2015,1,Faridabad,Haryana,murder,4,28.4089,77.3178
2015,1,Faridabad,Haryana,rape,9,28.4089,77.3178
2015,1,Faridabad,Haryana,kidnapping_abduction,13,28.4089,77.3178
2015,1,Faridabad,Haryana,theft,178,28.4089,77.3178
2015,1,Faridabad,Haryana,robbery,29,28.4089,77.3178
2015,1,Faridabad,Haryana,dacoity,14,28.4089,77.3178
2015,1,Faridabad,Haryana,grievous_hurt,28,28.4089,77.3178
2015,1,Faridabad,Haryana,cyber_crime,34,28.4089,77.3178
2015,1,Meerut,Uttar Pradesh,murder,8,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,rape,10,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,kidnapping_abduction,17,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,theft,180,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,robbery,28,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,dacoity,10,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,grievous_hurt,23,28.9845,77.7064
2015,1,Meerut,Uttar Pradesh,cyber_crime,30,28.9845,77.7064
2015,1,Rajkot,Gujarat,murder,3,22.3039,70.8022
2015,1,Rajkot,Gujarat,rape,4,22.3039,70.8022
2015,1,Rajkot,Gujarat,kidnapping_abduction,18,22.3039,70.8022
2015,1,Rajkot,Gujarat,theft,165,22.3039,70.8022
2015,1,Rajkot,Gujarat,robbery,31,22.3039,70.8022
2015,1,Rajkot,Gujarat,dacoity,6,22.3039,70.8022
2015,1,Rajkot,Gujarat,grievous_hurt,16,22.3039,70.8022
2015,1,Rajkot,Gujarat,cyber_crime,31,22.3039,70.8022
2015,1,Varanasi,Uttar Pradesh,murder,5,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,rape,12,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,kidnapping_abduction,25,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,theft,196,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,robbery,34,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,dacoity,7,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,grievous_hurt,19,25.3176,82.9739
2015,1,Varanasi,Uttar Pradesh,cyber_crime,35,25.3176,82.9739
2015,1,Srinagar,Jammu & Kashmir,murder,8,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,rape,14,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,kidnapping_abduction,16,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,theft,173,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,robbery,23,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,dacoity,7,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,grievous_hurt,27,34.0837,74.7973
2015,1,Srinagar,Jammu & Kashmir,cyber_crime,47,34.0837,74.7973
2015,1,Aurangabad,Maharashtra,murder,6,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,rape,2,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,kidnapping_abduction,11,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,theft,184,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,robbery,30,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,dacoity,3,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,grievous_hurt,29,19.8762,75.3433
2015,1,Aurangabad,Maharashtra,cyber_crime,37,19.8762,75.3433
2015,1,Dhanbad,Jharkhand,murder,8,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,rape,11,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,kidnapping_abduction,12,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,theft,198,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,robbery,24,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,dacoity,3,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,grievous_hurt,32,23.7957,86.4304
2015,1,Dhanbad,Jharkhand,cyber_crime,40,23.7957,86.4304
2015,1,Amritsar,Punjab,murder,5,31.634,74.8723
2015,1,Amritsar,Punjab,rape,8,31.634,74.8723
2015,1,Amritsar,Punjab,kidnapping_abduction,11,31.634,74.8723
2015,1,Amritsar,Punjab,theft,168,31.634,74.8723
2015,1,Amritsar,Punjab,robbery,33,31.634,74.8723
2015,1,Amritsar,Punjab,dacoity,6,31.634,74.8723
2015,1,Amritsar,Punjab,grievous_hurt,24,31.634,74.8723
2015,1,Amritsar,Punjab,cyber_crime,40,31.634,74.8723
2015,1,Allahabad,Uttar Pradesh,murder,10,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,rape,11,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,kidnapping_abduction,11,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,theft,173,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,robbery,25,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,dacoity,7,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,grievous_hurt,30,25.4358,81.8463
2015,1,Allahabad,Uttar Pradesh,cyber_crime,35,25.4358,81.8463
2015,1,Ranchi,Jharkhand,murder,5,23.3441,85.3096
2015,1,Ranchi,Jharkhand,rape,10,23.3441,85.3096
2015,1,Ranchi,Jharkhand,kidnapping_abduction,10,23.3441,85.3096
2015,1,Ranchi,Jharkhand,theft,155,23.3441,85.3096
2015,1,Ranchi,Jharkhand,robbery,21,23.3441,85.3096
2015,1,Ranchi,Jharkhand,dacoity,4,23.3441,85.3096
2015,1,Ranchi,Jharkhand,grievous_hurt,18,23.3441,85.3096
2015,1,Ranchi,Jharkhand,cyber_crime,37,23.3441,85.3096
2015,1,Coimbatore,Tamil Nadu,murder,15,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,rape,11,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,kidnapping_abduction,16,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,theft,171,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,robbery,33,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,dacoity,8,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,grievous_hurt,23,11.0168,76.9558
2015,1,Coimbatore,Tamil Nadu,cyber_crime,39,11.0168,76.9558
2015,1,Jabalpur,Madhya Pradesh,murder,9,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,rape,11,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,kidnapping_abduction,13,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,theft,184,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,robbery,25,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,dacoity,9,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,grievous_hurt,19,23.1815,79.9864
2015,1,Jabalpur,Madhya Pradesh,cyber_crime,29,23.1815,79.9864
2015,1,Gwalior,Madhya Pradesh,murder,4,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,rape,8,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,kidnapping_abduction,12,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,theft,168,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,robbery,27,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,dacoity,6,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,grievous_hurt,18,26.2183,78.1828
2015,1,Gwalior,Madhya Pradesh,cyber_crime,41,26.2183,78.1828
2015,1,Vijayawada,Andhra Pradesh,murder,6,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,rape,5,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,kidnapping_abduction,21,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,theft,157,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,robbery,30,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,dacoity,11,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,grievous_hurt,20,16.5062,80.648
2015,1,Vijayawada,Andhra Pradesh,cyber_crime,36,16.5062,80.648
2015,1,Jodhpur,Rajasthan,murder,3,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,rape,7,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,kidnapping_abduction,16,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,theft,199,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,robbery,32,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,dacoity,9,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,grievous_hurt,16,26.2389,73.0243
2015,1,Jodhpur,Rajasthan,cyber_crime,34,26.2389,73.0243
2015,1,Madurai,Tamil Nadu,murder,10,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,rape,9,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,kidnapping_abduction,17,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,theft,181,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,robbery,24,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,dacoity,7,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,grievous_hurt,18,9.9252,78.1198
2015,1,Madurai,Tamil Nadu,cyber_crime,33,9.9252,78.1198
2015,1,Raipur,Chhattisgarh,murder,7,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,rape,9,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,kidnapping_abduction,11,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,theft,166,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,robbery,26,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,dacoity,11,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,grievous_hurt,24,21.2514,81.6296
2015,1,Raipur,Chhattisgarh,cyber_crime,39,21.2514,81.6296
2015,1,Kota,Rajasthan,murder,9,25.2138,75.8648
2015,1,Kota,Rajasthan,rape,9,25.2138,75.8648
2015,1,Kota,Rajasthan,kidnapping_abduction,21,25.2138,75.8648
2015,1,Kota,Rajasthan,theft,187,25.2138,75.8648
2015,1,Kota,Rajasthan,robbery,34,25.2138,75.8648
2015,1,Kota,Rajasthan,dacoity,13,25.2138,75.8648
2015,1,Kota,Rajasthan,grievous_hurt,16,25.2138,75.8648
2015,1,Kota,Rajasthan,cyber_crime,27,25.2138,75.8648
2015,1,Guwahati,Assam,murder,5,26.1445,91.7362
2015,1,Guwahati,Assam,rape,8,26.1445,91.7362
2015,1,Guwahati,Assam,kidnapping_abduction,15,26.1445,91.7362
2015,1,Guwahati,Assam,theft,163,26.1445,91.7362
2015,1,Guwahati,Assam,robbery,36,26.1445,91.7362
2015,1,Guwahati,Assam,dacoity,9,26.1445,91.7362
2015,1,Guwahati,Assam,grievous_hurt,37,26.1445,91.7362
2015,1,Guwahati,Assam,cyber_crime,36,26.1445,91.7362
2015,1,Chandigarh,Chandigarh,murder,7,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,rape,10,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,kidnapping_abduction,24,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,theft,198,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,robbery,43,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,dacoity,13,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,grievous_hurt,25,30.7333,76.7794
2015,1,Chandigarh,Chandigarh,cyber_crime,38,30.7333,76.7794
2015,1,Solapur,Maharashtra,murder,3,17.6599,75.9064
2015,1,Solapur,Maharashtra,rape,5,17.6599,75.9064
2015,1,Solapur,Maharashtra,kidnapping_abduction,14,17.6599,75.9064
2015,1,Solapur,Maharashtra,theft,190,17.6599,75.9064
2015,1,Solapur,Maharashtra,robbery,30,17.6599,75.9064
2015,1,Solapur,Maharashtra,dacoity,12,17.6599,75.9064
2015,1,Solapur,Maharashtra,grievous_hurt,19,17.6599,75.9064
2015,1,Solapur,Maharashtra,cyber_crime,32,17.6599,75.9064
2015,1,Hubli,Karnataka,murder,4,15.3647,75.124
2015,1,Hubli,Karnataka,rape,7,15.3647,75.124
2015,1,Hubli,Karnataka,kidnapping_abduction,16,15.3647,75.124
2015,1,Hubli,Karnataka,theft,170,15.3647,75.124
2015,1,Hubli,Karnataka,robbery,36,15.3647,75.124
2015,1,Hubli,Karnataka,dacoity,7,15.3647,75.124
2015,1,Hubli,Karnataka,grievous_hurt,19,15.3647,75.124
2015,1,Hubli,Karnataka,cyber_crime,34,15.3647,75.124
2015,1,Bareilly,Uttar Pradesh,murder,6,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,rape,11,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,kidnapping_abduction,12,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,theft,169,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,robbery,43,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,dacoity,11,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,grievous_hurt,17,28.367,79.4304
2015,1,Bareilly,Uttar Pradesh,cyber_crime,38,28.367,79.4304
2015,1,Moradabad,Uttar Pradesh,murder,8,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,rape,7,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,kidnapping_abduction,17,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,theft,206,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,robbery,34,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,dacoity,5,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,grievous_hurt,31,28.8386,78.7733
2015,1,Moradabad,Uttar Pradesh,cyber_crime,48,28.8386,78.7733
2015,1,Mysuru,Karnataka,murder,5,12.2958,76.6394
2015,1,Mysuru,Karnataka,rape,10,12.2958,76.6394
2015,1,Mysuru,Karnataka,kidnapping_abduction,14,12.2958,76.6394
2015,1,Mysuru,Karnataka,theft,172,12.2958,76.6394
2015,1,Mysuru,Karnataka,robbery,31,12.2958,76.6394
2015,1,Mysuru,Karnataka,dacoity,3,12.2958,76.6394
2015,1,Mysuru,Karnataka,grievous_hurt,40,12.2958,76.6394
2015,1,Mysuru,Karnataka,cyber_crime,33,12.2958,76.6394
2015,1,Tiruchirappalli,Tamil Nadu,murder,7,10.7905,78.7047
2015,1,Tiruchirappalli,Tamil Nadu,rape,10,10.7905,78.7047
2015,1,Tiruchirappalli,Tamil Nadu,kidnapping_abduction,6,10.7905,78.7047
2015,1,Tiruchirappalli,Tamil Nadu,theft,162,10.7905,78.7047
